,participant_id,task_idx,task_status,results_responses,results_rt,results_speed_stim,results_correct
10,82,7,PRE_TEST,"7,8,9,4,0,0,1,3,4,5,6,8,3,5,2,2,0,3,4,1,4,1,3,7,2,9,3,5,4,2,3,4,0,2,6,0,3,7,9,8,2,8,0,6,7,9,4,7,8,5,8,1,2,0,3,4,1,0,3,2,3,0,9,5,2,2,1,0,4,3,0,5,2,9,1,1,0,6,2,3,7,1,0,6,9,2,0,1,4,3,9,1,7,8,0,8,0,2,3,5,2,0,1,4,7,3,0,5,7,6,1,0,2,7,6,3,0,8,1,6,3,2,4,7,5,3,2,6,5,1,4,2,1,0,3,0,4,2,3,9,4,1,6,5,0,8,0,9,5,7,8,5,3,7,0,8,3,0,1,5,7,8,5,0,6,0,2,4,3,7,1,5,3,9,4,1,3,2,4,6,4,3,1,0,2,3,4,8,0,5,2,3,1,0,4,8,6,5,4,9,3,4,9,6,2,2,1,3,4,8,8,9,6,0,7,0,2,3,1,7,5,9,2,1,8","8766,8300,7282,7135,6816,7667,8279,6998,6667,7883,6350,7500,9184,6783,7499,6983,7917,7666,7354,7669,7851,7222,7881,7273,7889,7499,7899,7331,8351,8285,6816,7751,4633,4648,4440,4852,6116,7305,5016,7133,7153,7919,6038,6403,7050","8,1,4,1,4,8,1,8,4,8,4,1,4,1,8,8,4,1,8,4,1,1,8,4,1,8,4,1,4,8,8,1,4,4,8,1,1,8,4,8,4,1,4,1,8","0.4,0.8,0.4,1,0.8,0.6,0.8,0.4,0.4,0.2,0.8,1,0.6,1,0.6,0.8,0.4,1,0.4,0.6,0.8,0.4,0.6,0.6,0.6,0.6,1,0.8,0.6,0.2,0.4,0.6,0.2,0.8,0.6,0.8,1,0.6,1,0.2,0.6,0.8,0.2,0.8,0.4"
11,82,7,POST_TEST,"1,9,0,5,2,4,0,2,1,8,0,4,3,1,2,2,1,5,0,9,4,2,8,5,1,2,3,1,0,4,4,0,3,1,2,3,5,9,1,6,1,2,0,4,8,0,9,7,6,2,9,4,7,3,0,2,4,1,0,6,3,2,4,8,0,9,2,3,0,7,0,1,9,6,3,1,5,4,3,2,0,2,7,4,9,0,4,3,6,8,0,3,8,7,1,4,3,2,0,1,3,0,1,7,5,1,0,2,4,3,5,8,6,2,7,0,2,3,7,5,0,4,1,9,3,3,1,5,8,6,1,0,8,9,4,4,1,3,6,8,3,2,4,1,5,7,0,6,3,5,0,1,4,2,5,3,8,0,7,5,0,4,1,7,9,1,2,3,4,6,2,0,1,7,5,1,0,3,4,9,0,1,4,2,6,1,6,5,3,0,4,0,2,9,5,4,7,3,0,1,0,4,8,3,5,3,5,9,1,2,2,9,3,6,5,7,0,3,6,9,2,4,1,3,0","4898,6015,5916,5467,7956,7606,8047,7050,12787,7681,7815,8001,7882,7502,7768,8116,7450,7225,8133,8119,8153,8335,13500,7666,7985,10184,7684,8333,8439,7800,7617,7734,10049,7968,7134,7151,8118,7218,7784,9401,7701,8118,9150,8080,7551","8,4,1,8,4,1,1,8,4,4,8,1,4,8,1,1,8,4,4,1,8,1,8,4,1,8,4,4,1,8,8,4,1,8,4,1,4,8,1,1,4,8,4,8,1","0.6,0.8,1,0.6,0.6,1,1,0.4,0.8,0.4,0.6,0.8,0.8,0.6,0.6,0.8,0.6,0.6,0.6,1,0.6,1,0.2,0.6,0.8,0.4,0.6,0.6,0.8,0.4,0.8,0.4,0.6,0.8,0.6,0.8,0.8,0.6,0.6,0.8,0.6,0.6,0.4,0.4,1"
12,85,7,PRE_TEST,"0,8,9,2,4,2,0,1,3,4,4,0,1,3,2,3,1,0,2,9,0,1,2,4,3,7,0,4,3,9,3,4,2,1,0,3,2,5,4,1,4,3,1,0,5,1,0,3,2,4,1,2,0,4,7,6,0,4,9,5,2,3,4,1,0,3,1,0,2,4,1,2,4,3,7,2,1,3,0,4,1,7,2,4,0,4,3,7,6,1,0,4,7,6,2,0,1,2,4,3,8,0,1,7,5,3,7,0,9,8,2,9,0,7,1,3,0,1,4,2,3,4,2,0,1,3,7,1,6,9,4,1,0,3,2,1,0,3,4,2,5,7,0,4,9,3,0,1,6,2,5,4,0,2,1,0,6,4,8,3,1,0,4,2,3,3,4,0,2,1,0,8,4,2,3,3,5,7,0,4,4,3,1,2,0,6,3,0,9,5,4,3,0,1,2,4,1,2,0,7,0,1,3,4,7,3,4,0,1,2,3,0,1,5,4,1,7,6,8,5,0,8,2,1,7","4450,6684,3568,4400,7485,6833,5816,4701,5216,4216,6866,4400,4648,5667,5734,4517,4834,10284,4701,5251,6435,4916,4383,4901,7168,4683,4383,4567,5251,4551,3867,4134,5101,5799,4984,4850,5899,4782,8883,6283,6767,3834,3783,4751,4863","8,1,4,8,1,4,1,8,4,1,4,8,4,1,8,1,8,4,4,1,8,4,8,1,4,8,1,1,8,4,4,8,1,1,4,8,4,8,1,4,8,1,1,8,4","0.6,1,1,0.8,1,0.6,1,0.8,0.8,1,0.8,0.4,1,1,0.8,1,0.8,0.6,0.6,1,0.4,0.4,0.6,1,1,0.4,1,1,0.4,0.8,0.8,0.6,1,1,0.8,0.6,1,0.4,1,0.8,0.8,1,0.8,0.2,0.6"
13,85,7,POST_TEST,"3,1,0,5,6,0,4,2,1,3,3,8,1,2,5,1,0,4,2,9,1,7,3,5,6,0,4,7,1,3,2,4,0,8,6,3,1,0,2,7,4,2,3,0,1,0,2,1,4,3,1,5,4,0,3,2,1,4,3,0,0,4,2,1,3,1,8,5,4,6,1,7,2,8,9,0,1,3,2,4,0,2,3,4,1,3,4,0,6,7,1,8,3,4,9,2,3,0,4,1,4,0,2,1,6,2,1,3,4,0,1,2,4,9,6,4,2,8,1,6,2,4,3,9,7,3,0,1,2,4,4,1,2,6,0,4,1,3,2,0,3,9,0,5,2,2,3,4,0,5,2,0,4,1,3,7,3,4,1,0,1,3,0,2,4,8,1,3,4,5,3,1,7,0,2,1,4,3,0,2,3,0,2,4,1,9,0,4,3,1,2,4,6,0,1,4,3,2,0,1,0,4,2,8,3,8,9,2,1,3,7,5,0,2,1,1,2,4,3,0,0,3,2,1,4","4368,4784,4252,5034,4818,9150,4384,4300,6716,6517,4732,3618,3234,3884,3900,2798,5549,5933,4068,3117,7166,4233,4299,7585,6600,3783,4434,5050,4017,4868,7701,3718,5200,3966,4369,5050,5283,5435,4466,4634,4400,5534,4050,4852,4068","4,1,8,1,8,4,8,4,1,1,8,4,1,4,8,4,1,8,8,1,4,1,4,8,8,1,4,1,8,4,1,8,4,8,4,1,1,8,4,1,4,8,8,1,4","0.6,1,0.6,0.8,0.4,0.8,0.6,0.8,1,1,0.8,1,1,0.4,0.4,1,1,0.6,0.6,1,0.8,1,0.6,0.6,0.6,1,0.8,1,0.6,0.8,1,0.8,1,0.6,0.8,1,1,0.8,0.8,1,0.8,0.6,0.6,1,1"
14,84,5,PRE_TEST,"0,5,2,7,3,1,8,7,9,4,1,2,0,3,6,0,4,3,2,1,1,9,0,4,2,0,3,6,1,5,6,4,3,2,5,2,4,1,6,7,4,9,1,2,6,0,1,2,3,7,8,0,5,2,7,9,6,3,8,4,3,9,1,2,7,3,6,0,2,9,3,0,1,7,4,1,2,3,0,5,4,1,0,2,8,3,6,2,1,0,0,3,1,2,8,4,5,1,0,2,6,2,9,1,5,2,1,0,4,3,5,7,8,4,0,0,8,4,1,9,3,9,4,8,0,1,0,3,2,4,1,3,0,4,2,5,9,8,2,6,2,4,7,0,6,1,2,3,4,8,4,5,7,0,2,4,1,2,3,6,3,9,4,5,2,1,2,4,3,6,2,0,3,1,4,4,2,0,1,5,3,2,9,8,1,1,0,9,7,4,4,0,2,8,1,2,4,7,0,1,4,9,1,3,0,6,4,9,1,5,3,9,1,6,8,7,4,3,2,0,9,0,4,5,3","2872,4475,10500,3250,8375,4525,7576,6295,3575,3278,2979,3854,4127,3376,3301,4100,4075,2900,3076,8225,3677,2500,3425,3602,3702,3925,3204,4228,3775,2904,3227,2875,2919,3651,3198,3649,4901,3551,3779,4225,2701,5700,4278,9849,3121","4,8,1,1,4,8,1,4,8,1,4,8,8,4,1,1,8,4,1,8,4,1,8,4,8,4,1,4,8,1,4,1,8,8,1,4,4,8,1,4,1,8,4,1,8","0.6,0.4,0.8,1,0.8,0.6,0.6,0.6,0.6,0.8,0.4,0.4,0.6,0.6,0.8,0.8,0.8,0.8,0.8,0.8,0.4,1,0.4,0.6,0.6,1,1,0.2,0.6,0.8,0.6,0.8,0.6,0.8,1,0.8,0.6,0.6,0.8,0.8,0.8,0.4,0.4,0.8,0.6"
15,84,5,POST_TEST,"0,4,6,5,2,9,4,0,8,5,5,3,8,1,9,6,2,1,9,3,2,0,7,5,6,0,3,6,2,7,8,9,2,5,6,8,7,4,3,0,3,0,6,5,1,5,3,1,2,6,4,8,9,0,5,8,9,3,1,0,7,4,0,6,1,6,7,8,3,1,6,0,7,4,1,8,7,1,5,2,3,5,9,0,6,1,5,2,8,3,7,4,6,9,1,4,0,3,9,6,5,9,2,4,6,6,2,8,7,3,8,7,3,4,9,5,8,0,1,4,1,0,2,5,4,2,3,1,0,9,9,2,5,3,4,2,3,9,4,5,8,7,3,9,2,7,1,3,2,0,4,0,2,6,5,6,2,0,1,3,4,1,0,5,6,4,3,5,6,2,0,6,2,3,7,8,5,4,9,6,1,3,2,5,8,0,3,7,6,9,3,7,4,5,6,9,4,8,0,2,1,2,4,7,5,7,6,4,2,9,0,7,9,2,1,8,7,3,1,9,6,1,2,4,8","9122,3680,3600,3531,2907,4424,9601,3601,6999,16126,2329,4400,4324,5952,19223,5377,6000,4378,5553,7150,4402,3877,8900,8652,11506,8602,3001,3600,6052,16076,4977,6324,4504,6325,2621,1876,5901,2725,14253,12874,9500,6300,20103,6776,4176","4,8,1,4,1,8,4,8,1,1,8,4,4,1,8,4,8,1,8,4,1,1,8,4,1,4,8,8,1,4,4,1,8,8,1,4,8,1,4,8,1,4,8,1,4","0.6,0.4,0.4,0.6,0.4,0.6,0.2,0.6,0.6,0.6,0.4,0.6,0.6,0.4,0.6,0.4,0.4,0.6,0.4,0.6,0.4,0.4,0.4,0.6,0.8,0.8,0.6,0.6,0.4,0.8,0.6,0.8,0.6,0.6,0.6,0.2,0.6,0.4,0.4,0.6,0.6,0.4,0.6,0.4,0.6"
16,87,1,PRE_TEST,"4,2,0,1,3,1,7,0,9,4,0,4,1,3,2,3,2,1,4,7,0,3,1,7,6,0,2,1,4,3,3,8,9,1,7,4,1,2,0,3,0,3,2,1,4,3,0,2,4,1,1,0,2,3,4,3,5,6,8,0,4,0,3,1,2,2,1,6,9,0,4,8,1,9,0,3,4,2,1,5,2,4,1,3,0,0,2,9,6,5,5,0,6,7,8,8,2,1,3,4,2,0,3,1,4,1,2,3,4,0,2,8,6,9,0,0,2,1,3,4,0,5,2,4,3,4,3,0,2,1,4,3,6,1,9,1,5,3,7,4,4,2,1,3,0,1,5,8,3,0,2,0,5,4,1,2,3,1,4,0,3,4,6,5,7,1,2,0,4,3,2,3,4,0,5,0,2,3,4,5,6,5,7,4,1,8,4,6,0,9,0,3,2,1,4,1,4,3,7,2,2,3,1,7,9,0,2,1,4,3,2,6,0,4,3,0,4,3,6,5,1,0,3,2,4","4167,4652,4265,4034,3636,4134,3150,4367,5650,4034,3451,5750,4167,3832,3697,4397,4400,3917,3284,3251,3584,3584,3701,3650,3282,3501,3300,3617,3701,3133,3365,3932,3499,3550,4418,3499,4401,3600,3618,4117,3134,5601,3434,3483,4266","1,8,4,8,4,1,8,4,1,1,4,8,1,4,8,4,1,8,8,4,1,4,8,1,8,1,4,8,1,4,4,1,8,1,4,8,8,4,1,4,8,1,4,8,1","1,0.6,1,0.8,0.6,1,0.4,1,1,1,1,0.4,1,0.6,0.6,0.8,1,0.4,0.2,0.8,1,1,0.4,1,0.8,1,0.6,0.6,1,0.6,0.8,1,0.4,1,0.8,0.8,0.4,0.4,1,0.8,0.6,1,0.8,0.6,1"
17,87,1,POST_TEST,"3,2,9,6,4,4,2,1,3,0,1,2,0,8,4,2,7,8,1,3,2,4,6,1,8,1,0,2,4,3,0,1,9,3,5,2,4,3,9,1,0,2,3,4,1,3,4,0,2,1,1,2,0,9,5,1,0,7,8,5,2,0,4,3,1,2,4,9,3,8,3,4,2,1,6,3,0,1,2,4,8,9,4,7,2,5,4,1,0,3,4,1,2,3,7,0,1,4,2,3,4,1,3,2,0,3,2,4,0,1,5,1,3,6,9,2,3,1,4,0,3,0,2,1,8,1,2,4,0,3,1,3,2,5,6,0,4,9,1,6,1,4,2,0,3,1,3,2,0,4,0,4,2,3,1,2,5,1,0,4,1,3,0,4,9,1,4,6,9,5,4,2,5,7,9,0,3,4,1,2,0,2,1,4,3,5,2,0,1,4,0,3,5,6,2,1,3,0,4,2,3,7,4,8,5,2,3,5,1,4,0,3,4,6,1,0,2,1,3,4,5,7,1,4,3","3918,4399,3968,3115,3867,4201,4265,3918,3916,3667,4266,3366,3650,3833,5449,5282,3251,3298,5515,3833,6400,4883,2884,3418,3634,3400,4567,4433,4066,3633,3384,3750,3315,3884,3315,3700,3684,4399,3816,3434,3668,3867,3582,4334,4150","8,1,4,4,8,1,4,8,1,1,4,8,1,8,4,1,8,4,4,8,1,1,8,4,8,1,4,8,1,4,1,8,4,4,8,1,4,1,8,1,8,4,8,1,4","0.6,1,0.8,0.6,0.6,1,0.6,0.8,1,1,0.6,0.4,1,0.6,0.8,1,0.4,0.8,0.8,1,1,1,0.4,1,0.8,1,0.6,0.6,1,1,1,0.8,0.8,0.4,0.4,1,1,0.8,0.6,1,0.4,0.8,0.8,1,0.6"
18,90,5,PRE_TEST,"1,4,2,3,0,3,2,0,4,1,3,2,4,0,1,1,3,4,0,2,2,3,4,0,1,0,2,1,4,3,4,3,2,0,6,3,1,0,2,4,3,2,4,0,1,0,2,4,7,5,4,3,0,1,2,1,3,0,9,7,1,0,4,2,6,4,7,8,6,3,4,6,2,3,1,3,0,4,2,1,3,4,2,1,0,7,9,8,4,5,2,3,6,0,1,8,3,0,1,2,4,3,0,8,2,4,0,3,9,5,3,0,4,1,2,1,2,8,6,0,0,1,2,3,8,3,4,1,0,7,8,5,1,9,4,0,2,1,4,3,0,4,3,2,1,3,2,0,4,1,0,4,2,1,9,1,0,4,3,5,0,3,4,2,1,3,4,6,1,2,0,2,1,3,4,3,4,2,0,1,2,0,1,4,3,4,7,3,1,9,2,9,4,1,0,0,2,1,3,4,2,1,3,4,0,4,0,3,2,1,4,3,0,1,2,0,3,7,9,1,2,3,0,4,1","2968,3700,4029,3251,3134,3702,2967,3401,2900,3968,3735,3368,2968,3701,2669,2665,2767,3302,4234,4034,4734,3133,2749,3550,3800,3701,3901,4483,3231,3601,4127,4734,4734,2734,4050,3568,3503,2999,5701,2601,3501,3582,2682,5899,2903","8,4,1,1,8,4,8,1,4,8,1,4,4,8,1,1,8,4,1,4,8,8,1,4,4,1,8,4,8,1,4,8,1,8,1,4,1,8,4,8,1,4,4,1,8","1,1,1,1,1,1,0.8,1,1,0.6,1,0.6,0.8,0.4,0.8,1,1,0.2,0.8,0.8,0.8,0.6,1,0.6,0.8,0.8,0.4,1,1,1,0.8,0.8,1,0.8,1,1,1,0.6,0.8,1,1,1,1,0.6,1"
19,90,5,POST_TEST,"0,1,4,3,2,2,0,8,1,4,1,4,2,3,0,0,4,2,3,6,0,2,7,4,1,3,0,2,1,4,2,0,7,9,6,4,6,1,3,8,0,2,3,1,4,1,0,4,3,2,2,4,1,3,9,9,5,3,2,6,3,2,5,4,0,1,3,4,0,2,0,3,6,4,1,4,8,9,1,3,1,0,3,4,2,6,9,0,8,4,4,0,3,1,2,4,1,2,3,0,3,4,2,1,0,2,0,1,3,4,1,0,3,4,2,0,4,3,2,1,0,2,4,1,3,2,3,1,4,0,3,1,0,8,9,3,4,5,1,2,0,1,3,2,4,0,2,3,1,4,3,2,0,4,1,4,1,3,0,2,1,0,4,2,3,1,2,7,4,3,5,0,4,1,3,1,2,6,8,0,8,1,3,4,9,4,9,0,2,1,1,0,3,2,4,1,6,3,7,2,4,3,2,1,0,2,1,4,0,3,0,1,3,2,4,2,4,7,1,3,3,2,4,1,9","2749,4635,2479,3402,4785,3318,3520,6099,3551,2801,4585,3400,2701,5802,5018,3430,3367,3717,3317,3967,3985,3727,2833,4135,6551,4218,3035,4358,2966,2923,3220,4168,5137,3534,3419,4184,4034,3705,4184,3232,3035,3250,3185,3501,3715","1,8,4,4,8,1,8,4,1,4,1,8,4,1,8,4,1,8,4,8,1,8,1,4,1,4,8,4,1,8,1,8,4,8,1,4,8,1,4,8,4,1,1,4,8","1,0.8,1,0.8,0.8,1,0.4,0.6,1,1,0.8,0.4,0.8,1,0.8,0.6,1,0.4,1,1,1,1,1,1,1,1,0.6,0.8,1,1,1,1,1,0.8,0.8,0.6,0.6,0.8,1,0.6,1,1,1,0.8,0.8"
20,96,1,PRE_TEST,"1,0,3,2,4,0,4,1,3,2,8,2,4,7,6,8,4,0,9,6,0,1,4,2,3,1,8,2,7,0,3,1,2,4,0,0,1,4,3,2,4,0,7,1,5,1,4,2,8,6,7,0,4,2,5,0,3,1,4,2,2,1,7,5,4,0,4,3,1,9,1,2,3,4,0,1,4,6,0,5,5,4,8,2,9,3,1,4,2,0,9,7,3,1,4,3,1,0,4,2,1,2,0,3,4,3,4,0,1,5,7,3,2,0,6,2,0,4,1,3,1,2,0,4,3,2,3,9,7,0,7,1,0,6,2,1,0,3,4,2,9,3,0,6,2,3,1,4,2,0,3,1,2,6,0,4,9,2,1,3,3,1,2,0,8,4,0,8,6,9,1,4,0,3,2,3,1,0,4,2,6,1,3,7,9,2,4,0,3,1,1,7,2,0,4,1,0,4,6,5,7,3,0,2,1,3,0,2,1,4,4,0,2,1,3,1,3,0,2,6,3,0,2,1,4","2877,3608,3525,3977,3442,3309,4273,3824,6234,3825,3093,3376,3591,4821,4240,3841,4406,3209,4056,5702,3575,3673,6152,6335,3724,4505,4639,3476,3925,3824,4074,4241,4090,4041,3724,4024,2877,2926,4190,3541,8180,4140,4041,4490,4141","4,1,8,8,1,4,1,4,8,8,4,1,8,4,1,4,8,1,8,4,1,4,8,1,1,4,8,4,8,1,1,4,8,8,4,1,4,1,8,8,1,4,1,4,8","1,1,0.4,0.4,1,0.6,1,1,0.6,0.6,0.6,1,0.6,0.8,1,0.6,0.4,1,0.6,1,1,0.8,0.6,1,1,0.6,0.6,1,0.6,1,0.8,0.8,0.8,0.4,1,1,0.4,1,0.8,0.6,0.8,1,1,0.8,1"
21,96,1,POST_TEST,"2,3,4,0,8,3,8,0,1,2,1,8,5,9,2,4,8,0,3,5,0,4,1,3,2,1,0,9,2,5,2,1,3,6,0,2,3,9,1,4,0,4,1,2,3,4,3,1,0,2,2,3,0,1,7,8,3,6,1,0,0,4,6,3,5,4,0,2,3,5,4,3,0,2,1,4,2,3,0,1,1,2,7,3,0,4,3,0,7,6,4,6,5,2,1,4,0,1,3,2,3,0,5,8,9,3,2,0,9,1,2,9,1,4,0,2,3,4,1,0,0,4,2,1,8,0,6,4,9,1,2,0,3,1,5,6,8,7,1,4,1,3,2,4,0,3,0,2,4,1,4,2,7,9,1,4,1,6,0,2,4,2,1,3,0,2,4,0,5,8,0,4,3,2,1,0,4,3,1,2,1,4,7,2,3,4,2,3,0,1,1,3,2,0,9,0,3,4,7,8,1,4,0,2,3,2,3,4,5,7,3,0,2,1,4,2,3,0,4,1,4,7,9,5,2","3808,4490,4124,2777,4123,3642,3209,4257,5006,5337,5055,3110,3158,3360,4621,4922,3475,4057,3891,3973,3725,3276,3408,4538,3974,3392,4789,3675,3641,4888,4689,3858,3409,3891,3858,2828,5287,4073,3375,4955,3792,4173,4239,3426,3775","4,1,8,4,1,8,4,8,1,1,4,8,8,4,1,1,8,4,4,1,8,8,4,1,8,4,1,8,4,1,8,4,1,8,1,4,4,1,8,4,1,8,1,4,8","0.8,0.8,0.4,0.6,1,0.6,0.8,0.8,1,1,0.8,0.6,0.6,0.8,1,1,0.8,0.6,0.6,1,0.4,0.8,0.8,1,0.8,0.6,0.8,0.4,1,1,0.6,0.8,1,0.6,1,1,0.8,1,0.8,0.6,1,0.6,1,1,0.4"
22,97,6,POST_TEST,"4,3,2,7,9,4,1,2,0,9,9,6,1,5,8,1,0,4,5,6,2,3,6,9,8,4,2,3,1,0,2,0,3,5,6,2,1,4,8,0,2,9,1,7,3,0,7,2,5,3,3,1,8,0,5,0,5,1,2,9,3,8,1,4,2,8,9,3,2,1,1,2,0,4,3,4,3,0,1,2,5,3,6,4,0,5,1,4,7,3,2,3,6,0,7,3,7,0,9,2,6,4,0,1,9,7,6,4,0,1,2,1,4,8,0,2,4,7,1,0,2,4,1,7,3,7,5,0,6,3,1,2,0,9,8,7,1,0,8,5,1,4,2,3,6,9,1,0,3,8,1,4,2,3,7,3,1,9,5,8,3,4,9,2,6,4,2,3,1,0,3,5,0,9,8,0,1,5,9,4,9,1,3,2,0,4,8,2,0,6,3,2,1,8,7,1,7,4,6,2,1,4,0,3,8,2,1,4,7,0,4,1,2,0,3,1,2,6,0,4,6,5,3,8,1","5355,5772,6023,4472,5873,4255,4121,5256,4454,4371,4454,5056,4753,5140,5638,4430,4620,4221,4087,3670,4637,4756,4588,4621,4471,4537,5339,6105,5673,3537,4237,5005,5305,4603,5455,5273,4906,5473,4622,4772,5338,6007,4388,4805,3904","4,1,8,8,4,1,4,1,8,8,4,1,4,8,1,1,4,8,1,8,4,8,4,1,1,8,4,4,1,8,1,8,4,1,8,4,1,4,8,8,1,4,1,4,8","0.6,0.8,0.2,0.6,0.4,1,0.6,0.8,0.6,0.6,0.6,0.6,0.8,0.6,1,1,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.8,0.8,0.4,0.6,0.4,0.8,0.6,0.8,0.4,0.6,1,0.4,0.6,0.8,0.6,0.6,0.6,0.8,0.8,1,0.8,0.4"
23,116,4,PRE_TEST,"4,0,3,1,2,1,9,3,4,5,3,4,2,0,7,1,3,8,6,0,3,1,0,8,4,6,1,5,8,3,5,1,3,0,2,4,3,0,7,8,8,2,7,6,0,9,5,4,7,8,3,2,1,4,8,7,3,6,8,2,0,4,3,2,1,1,4,2,5,6,3,5,9,2,6,6,2,7,9,3,3,0,1,4,8,7,0,6,9,5,8,4,3,7,1,8,1,0,5,9,2,0,3,4,9,6,3,7,5,1,4,3,1,2,0,0,4,3,2,1,3,1,7,2,4,8,9,1,0,2,1,2,3,0,6,4,0,2,8,1,4,2,3,9,8,4,0,2,3,1,3,4,2,0,1,2,9,8,1,0,4,2,3,9,6,4,2,1,5,9,9,0,6,7,4,4,0,3,2,9,9,7,3,1,2,1,0,3,2,4,2,1,4,3,8,4,8,7,0,2,3,4,1,0,2,3,5,4,6,1,9,4,1,6,8,1,3,4,6,7,2,3,0,1,4","4017,5685,3232,5481,2649,2783,2798,3815,3848,3631,3199,4299,3015,2833,2701,3315,3666,4985,3016,3882,3481,3615,3948,2749,2582,2933,2515,3118,3014,2798,2665,3317,2566,2733,2733,3915,2232,2748,2716,3148,2898,2715,2249,2498,2731","1,8,4,4,1,8,1,4,8,8,4,1,1,4,8,4,1,8,4,8,1,8,1,4,4,8,1,8,4,1,1,8,4,4,8,1,4,1,8,8,1,4,4,8,1","1,0.6,0.8,0.6,0.8,0.4,0.8,0.6,0.4,0.2,0.8,0.4,1,0.6,0.4,0.4,0.8,0.2,0.6,0.4,0.8,0.4,1,1,0.8,0.6,0.8,0.8,0.6,1,1,0.6,0.6,0.6,0.4,0.8,0.6,1,0.8,0.6,1,0.6,0.4,0.6,1"
24,116,4,POST_TEST,"4,1,3,2,0,1,4,8,9,0,1,4,2,9,6,2,4,3,1,0,0,1,2,4,3,8,1,9,5,3,9,3,1,5,4,7,4,3,6,1,1,3,0,2,4,4,0,1,2,5,3,0,7,5,2,6,2,0,1,3,1,7,5,9,0,2,3,6,1,5,1,3,0,2,4,1,2,7,6,4,3,1,2,4,0,9,1,0,3,7,3,4,0,1,5,7,1,3,5,0,4,3,1,0,2,3,0,2,4,1,8,3,7,6,9,3,6,4,0,8,8,0,1,2,5,1,4,8,9,3,1,4,0,2,3,0,3,1,4,2,9,1,6,2,7,7,0,4,1,6,8,1,0,2,7,2,0,1,3,4,8,4,7,0,2,3,0,1,4,2,8,2,7,4,1,7,4,8,9,0,2,1,8,4,0,3,0,4,2,1,2,0,8,4,6,8,9,5,3,7,2,3,9,4,0,2,1,4,6,9,4,2,0,3,1,2,5,6,3,7,1,3,5,8,7","3116,11213,2549,3349,4432,3098,3132,3433,9764,2566,3283,4432,3001,3217,3432,2348,1848,3081,2832,2882,2748,2332,2715,2249,2750,2716,2315,3716,2333,2832,3699,2349,3248,4231,2232,4582,2933,2749,3549,2799,2949,2633,2416,2383,2532","1,8,4,1,4,8,8,4,1,4,8,1,8,4,1,4,1,8,4,8,1,1,8,4,8,4,1,1,4,8,4,1,8,1,8,4,8,1,4,8,1,4,1,8,4","1,0.6,0.6,1,1,0.4,0.6,0.6,1,0.8,0.6,0.8,0.4,0.6,1,0.6,1,0.6,0.8,0.6,1,1,0.2,0.6,0.6,0.6,1,1,0.4,0.6,0.6,1,0.6,1,0.6,0.4,0.8,1,0.6,0.2,0.8,0.6,1,0.4,0.4"
25,140,4,PRE_TEST,"1,3,0,2,4,3,4,1,2,7,1,4,3,2,0,4,3,8,7,1,1,4,0,2,3,0,1,7,8,2,2,4,1,0,3,3,2,0,1,4,1,0,3,2,4,0,4,1,2,3,1,8,6,4,5,0,1,4,2,6,3,0,1,2,8,3,0,2,4,1,5,2,9,6,8,1,4,0,3,2,9,3,0,8,2,6,1,5,9,7,0,2,1,3,4,3,1,2,9,8,1,2,0,3,4,3,2,4,1,0,0,1,4,2,3,3,5,9,7,6,3,4,9,0,1,5,2,4,6,8,1,2,3,0,4,6,4,1,8,0,3,1,2,4,0,2,4,0,3,8,1,4,2,3,0,2,1,4,5,8,3,0,1,7,2,3,1,4,2,0,0,4,3,2,9,2,1,9,4,3,3,1,2,0,4,1,9,4,3,2,2,8,6,7,3,4,3,1,2,9,1,2,0,3,4,1,8,2,6,7,4,0,2,1,3,1,2,4,3,0,2,4,3,1,0","3149,4265,3432,4039,3032,3448,3915,4132,4416,3182,4681,5714,3165,3399,7063,4014,3849,4349,8214,5480,3099,3365,2932,4332,3783,4332,3550,4564,3382,4531,3647,3681,4448,3582,3266,3332,3981,4083,4464,3432,3633,3699,3383,6197,3017","1,8,4,4,1,8,8,4,1,1,8,4,4,1,8,4,1,8,4,8,1,1,4,8,4,8,1,8,1,4,1,4,8,1,4,8,1,4,8,4,1,8,4,8,1","1,0.8,1,0.6,1,0.6,1,1,1,1,0.4,0.8,0.8,1,0.2,1,0.6,0.2,1,0.6,1,1,1,0.2,0.8,0.4,1,0.6,1,0.8,1,0.6,0.8,1,0.8,0.8,1,0.8,0.4,0.8,1,0.4,1,1,1"
